Date,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,TCS.NS
2018-05-08,458.9490051269531,297.094482421875,468.27716064453125,427.1980895996094,326.275390625,1438.71923828125
2018-05-09,461.59716796875,294.6931457519531,470.34625244140625,431.43865966796875,335.9020690917969,1458.829345703125
2018-05-10,464.9336242675781,294.7411804199219,469.26153564453125,433.4044189453125,327.6997375488281,1442.9208984375
2018-05-11,469.37835693359375,298.67938232421875,474.38409423828125,436.982421875,324.9492492675781,1445.3043212890625
2018-05-14,471.7115478515625,297.8629455566406,477.8192138671875,435.8117980957031,317.8766174316406,1435.5208740234375
2018-05-15,475.4563293457031,296.0859680175781,479.9283752441406,432.43255615234375,304.6153869628906,1455.944580078125
2018-05-16,472.0848083496094,285.5200500488281,478.0802917480469,422.3611145019531,304.76275634765625,1460.7523193359375
2018-05-17,473.1114501953125,284.3193359375,475.24786376953125,417.59039306640625,309.33050537109375,1459.8746337890625
2018-05-18,469.4716491699219,274.80999755859375,475.3683166503906,412.51055908203125,299.21270751953125,1464.1597900390625
2018-05-21,465.0152893066406,277.88372802734375,473.8818359375,411.4062194824219,290.66650390625,1487.0291748046875
2018-05-22,464.2803039550781,278.84423828125,479.6470947265625,409.3742370605469,302.25787353515625,1467.0240478515625
2018-05-23,459.0539855957031,280.5252380371094,476.0513610839844,402.9691467285156,303.9768981933594,1461.2540283203125
2018-05-24,463.3703918457031,285.9522705078125,490.55511474609375,404.55938720703125,283.54473876953125,1506.658203125
2018-05-25,468.666748046875,283.983154296875,493.4879455566406,406.7459411621094,288.9474792480469,1499.174560546875
2018-05-28,476.4828796386719,287.4410705566406,487.903564453125,406.5692443847656,291.0594787597656,1464.1597900390625
2018-05-29,474.2430114746094,278.4600524902344,488.82757568359375,405.2661437988281,289.43865966796875,1473.1280517578125
2018-05-30,477.9178771972656,273.6573486328125,486.8187255859375,404.6697692871094,283.79034423828125,1469.197998046875
2018-05-31,502.36138916015625,274.5218811035156,494.89422607421875,406.9888916015625,277.5035705566406,1467.9329833984375
2018-06-01,495.587158203125,277.88372802734375,490.4748229980469,411.0528259277344,282.12042236328125,1460.6822509765625
2018-06-04,480.4654846191406,275.43438720703125,497.94757080078125,415.6026611328125,281.58013916015625,1470.63134765625
2018-06-05,484.5511474609375,272.888916015625,490.4946594238281,418.6064147949219,279.91021728515625,1451.5341796875
2018-06-06,483.0835876464844,272.69677734375,497.1640930175781,421.5881042480469,290.42095947265625,1455.0330810546875
2018-06-07,484.222412109375,279.42059326171875,503.190673828125,429.0754089355469,299.9985046386719,1463.2957763671875
2018-06-08,481.2051696777344,276.8751525878906,506.2440185546875,434.8179626464844,304.4680480957031,1473.0338134765625
2018-06-11,479.5497131347656,275.0981750488281,507.1882019042969,434.0669860839844,304.2715759277344,1475.225830078125
2018-06-12,479.9136962890625,276.0586853027344,505.6212158203125,440.4720764160156,302.3560791015625,1501.6160888671875
2018-06-13,477.0020751953125,279.2765808105469,512.1700439453125,442.83538818359375,302.9454650878906,1537.954833984375
2018-06-14,478.399169921875,273.5133056640625,510.27655029296875,445.2427673339844,300.4896545410156,1507.138671875
2018-06-15,476.5676574707031,271.35211181640625,527.3790283203125,448.0035705566406,297.5918273925781,1551.4031982421875
2018-06-18,474.1139221191406,281.4377136230469,521.6782836914062,448.6000061035156,303.33837890625,1542.0863037109375
2018-06-19,475.13531494140625,281.2455749511719,511.0587463378906,439.9862060546875,299.65472412109375,1538.2921142578125
2018-06-20,482.8018493652344,281.6298828125,511.69671630859375,450.23431396484375,300.1949768066406,1536.563720703125
2018-06-21,483.142333984375,286.1923828125,513.0962524414062,455.8443603515625,301.5702209472656,1533.9503173828125
2018-06-22,489.18865966796875,288.7858581542969,513.6312866210938,447.2527160644531,302.5525207519531,1525.8983154296875
2018-06-25,491.912353515625,278.2679748535156,523.7568969726562,443.69671630859375,284.281494140625,1533.86572265625
2018-06-26,491.6189270019531,276.7311096191406,525.9796142578125,432.43255615234375,271.9534912109375,1561.478515625
2018-06-27,496.0568542480469,268.0382080078125,522.7484741210938,429.4979248046875,266.2560119628906,1566.537109375
2018-06-28,500.3420715332031,260.69012451171875,530.8160400390625,420.2040100097656,258.6922302246094,1553.6373291015625
2018-06-29,495.0823669433594,264.5322570800781,538.0603637695312,432.4328308105469,264.5369873046875,1557.8951416015625
2018-07-02,486.81707763671875,266.45330810546875,549.3798217773438,427.1632995605469,261.9830017089844,1560.930419921875
2018-07-03,486.10089111328125,262.130859375,557.2210083007812,431.9214782714844,264.6843566894531,1580.069580078125
2018-07-04,493.9317932128906,262.4670715332031,553.7017822265625,440.2815246582031,262.3267517089844,1573.40869140625
2018-07-05,498.67486572265625,260.83416748046875,528.5111083984375,428.8976135253906,256.9240417480469,1585.339111328125
2018-07-06,496.655517578125,259.3933410644531,528.6140747070312,434.7007141113281,266.0596008300781,1612.8670654296875
2018-07-09,499.1210021972656,260.4980163574219,534.6235961914062,443.3943176269531,268.6627197265625,1587.6153564453125
2018-07-10,503.9933166503906,262.6112060546875,535.6731567382812,456.1121826171875,270.5782470703125,1580.9547119140625
2018-07-11,504.427734375,258.1446838378906,543.5142822265625,461.9376525878906,263.0635070800781,1669.31494140625
2018-07-12,508.583740234375,261.5545959472656,532.771240234375,481.3035583496094,261.39361572265625,1662.1055908203125
2018-07-13,512.0941162109375,257.1841735839844,542.2589721679688,489.0633239746094,258.9378356933594,1670.326416015625
2018-07-16,509.2647399902344,249.01954650878906,548.6184692382812,478.5687561035156,247.64120483398438,1677.1558837890625
2018-07-17,511.1197509765625,255.93548583984375,546.580810546875,485.75042724609375,253.38775634765625,1691.4759521484375
2018-07-18,510.9905090332031,252.3334197998047,544.378662109375,485.8393859863281,247.39564514160156,1689.8709716796875
2018-07-19,513.315185546875,250.8926239013672,541.9707641601562,491.3089599609375,248.03414916992188,1673.9453125
2018-07-20,514.0078735351562,255.3111114501953,554.8955078125,501.8924865722656,248.91819763183594,1686.786865234375
2018-07-23,506.3531494140625,264.6763000488281,558.1265869140625,498.1793518066406,254.17361450195312,1694.4327392578125
2018-07-24,507.1279602050781,263.523681640625,566.8529663085938,494.0216064453125,254.22268676757812,1688.8145751953125
2018-07-25,509.61700439453125,263.8118591308594,569.569580078125,495.8891906738281,253.28952026367188,1674.0302734375
2018-07-26,514.841552734375,274.37774658203125,565.2474365234375,493.88812255859375,253.6824188232422,1659.837158203125
2018-07-27,517.0838012695312,281.6298828125,565.329833984375,502.42608642578125,263.4073486328125,1642.1378173828125
2018-07-30,509.51129150390625,295.2214660644531,556.089111328125,512.009033203125,262.76885986328125,1642.8555908203125
2018-07-31,511.7654113769531,292.2437744140625,561.8929443359375,527.39501953125,259.4289855957031,1639.1385498046875
2018-08-01,506.8814697265625,287.4891052246094,557.3446044921875,530.2188110351562,260.3621520996094,1669.805908203125
2018-08-02,500.18939208984375,286.76873779296875,557.179931640625,519.5464477539062,256.2364807128906,1646.0660400390625
2018-08-03,498.1817932128906,292.96417236328125,561.4813232421875,523.3707275390625,253.87892150878906,1672.2982177734375
2018-08-06,496.4559326171875,302.6656188964844,560.0612182617188,530.3300170898438,249.5567169189453,1669.0037841796875
2018-08-07,500.353759765625,300.7926025390625,563.0659790039062,526.5946044921875,247.1500701904297,1662.0760498046875
2018-08-08,501.63348388671875,306.12359619140625,560.9254760742188,541.4915771484375,250.63726806640625,1667.6939697265625
2018-08-09,497.44219970703125,319.8592529296875,568.00537109375,541.6026611328125,253.28952026367188,1667.9896240234375
2018-08-10,496.49114990234375,315.63287353515625,570.2691650390625,535.4882202148438,245.67657470703125,1683.830078125
2018-08-13,491.13751220703125,312.07891845703125,579.85986328125,528.1510620117188,244.30133056640625,1689.785888671875
2018-08-14,490.538818359375,319.3309631347656,579.6744995117188,538.3342895507812,244.3995819091797,1692.6588134765625
2018-08-16,487.392333984375,321.10797119140625,588.4212646484375,533.9764404296875,246.85536193847656,1696.8404541015625
2018-08-17,487.7797546386719,326.58306884765625,588.7506103515625,535.2882080078125,253.6824188232422,1700.430908203125
2018-08-20,492.2058410644531,325.09417724609375,569.7752075195312,549.1400756835938,265.3228759765625,1698.0655517578125
2018-08-21,492.1706848144531,325.47845458984375,569.6517333984375,554.609619140625,264.04583740234375,1704.5704345703125
2018-08-23,488.3784484863281,323.8935241699219,575.1879272460938,564.5040283203125,252.35630798339844,1719.3128662109375
2018-08-24,486.0187072753906,318.5387268066406,567.326171875,568.0836791992188,250.9810791015625,1725.98681640625
2018-08-27,488.5076599121094,327.94580078125,582.5970458984375,574.3092041015625,254.22268676757812,1732.6610107421875
2018-08-28,491.8889465332031,326.98101806640625,586.4251098632812,586.5380859375,255.40147399902344,1748.121337890625
2018-08-29,488.04974365234375,328.66943359375,580.4154663085938,575.5098266601562,257.0714416503906,1750.4869384765625
2018-08-30,485.13818359375,332.2393493652344,582.9263305664062,566.7274169921875,254.76296997070312,1759.2733154296875
2018-08-31,483.98760986328125,330.5508728027344,593.1754150390625,552.1416625976562,262.76885986328125,1755.8941650390625
2018-09-03,487.2397155761719,322.3980407714844,590.35595703125,546.5831909179688,261.8847351074219,1734.3509521484375
2018-09-04,481.7804260253906,316.9467468261719,606.8411254882812,552.275146484375,257.3170166015625,1773.213134765625
2018-09-05,480.3832702636719,318.0563049316406,600.8726196289062,545.6270751953125,261.7864990234375,1756.6121826171875
2018-09-06,481.8742980957031,317.0914306640625,598.6087036132812,560.92431640625,265.175537109375,1753.2747802734375
2018-09-07,482.9895935058594,323.3146667480469,603.260009765625,568.5728149414062,272.4937438964844,1757.119140625
2018-09-10,479.27972412109375,321.1919860839844,601.6546020507812,558.4562377929688,270.8238220214844,1757.879638671875
2018-09-11,469.7112121582031,315.0653076171875,604.4948120117188,550.38525390625,262.5723876953125,1728.7327880859375
2018-09-12,472.3997497558594,311.543701171875,611.5746459960938,556.9666137695312,257.759033203125,1726.7901611328125
2018-09-14,476.5676574707031,316.80206298828125,604.0009765625,557.2555541992188,261.8847351074219,1744.9111328125
2018-09-17,467.7857971191406,314.2452392578125,597.620849609375,545.137939453125,255.64707946777344,1752.3037109375
2018-09-18,467.0813903808594,307.6361083984375,591.9818115234375,541.2469482421875,247.05181884765625,1749.4312744140625
2018-09-19,460.5419006347656,309.66229248046875,592.516845703125,538.4010620117188,248.1323699951172,1755.4718017578125
2018-09-21,462.6317443847656,305.9477233886719,580.6212768554688,541.4027099609375,245.9221649169922,1776.8035888671875
2018-09-24,452.1709899902344,297.8913269042969,591.2821655273438,547.8728637695312,235.95167541503906,1857.31591796875
2018-09-25,458.4403991699219,300.1587219238281,597.8267211914062,547.22802734375,236.54107666015625,1844.4320068359375
2018-09-26,462.1504211425781,302.08837890625,590.9526977539062,556.4773559570312,229.22283935546875,1809.751953125
2018-09-27,464.0171203613281,295.865234375,596.6741943359375,557.5223388671875,221.26609802246094,1849.20556640625
2018-09-28,471.03790283203125,294.8038635253906,600.99609375,559.3900756835938,219.74349975585938,1844.854736328125
2018-10-01,477.9412536621094,302.95672607421875,614.66162109375,547.7171020507812,225.29359436035156,1905.5562744140625
2018-10-03,476.9316101074219,293.01898193359375,599.7200927734375,535.8884887695312,223.5745391845703,1827.2398681640625
2018-10-04,459.6966857910156,305.3688049316406,582.1854248046875,499.04644775390625,219.30148315429688,1744.404541015625
2018-10-05,461.469482421875,296.4923400878906,596.5094604492188,466.40667724609375,212.42527770996094,1776.38134765625
2018-10-08,456.7028503417969,299.91748046875,588.1538696289062,493.332275390625,208.59425354003906,1755.176025390625
2018-10-09,455.669677734375,295.47930908203125,590.8704833984375,484.7276916503906,181.0894775390625,1767.21484375
2018-10-10,461.90386962890625,308.60101318359375,576.628662109375,490.08612060546875,185.4116668701172,1726.4940185546875
2018-10-11,454.9534912109375,300.73760986328125,554.3192138671875,483.7271423339844,179.71424865722656,1672.7203369140625
2018-10-12,465.35552978515625,308.1667785644531,558.8057861328125,500.9585876464844,180.50009155273438,1620.637451171875
2018-10-15,471.507568359375,302.32958984375,575.270263671875,506.8284912109375,181.0894775390625,1646.995361328125
2018-10-16,467.91497802734375,309.3728332519531,572.3477783203125,517.5231323242188,182.56295776367188,1657.809326171875
2018-10-17,463.6531982421875,303.7285461425781,580.662353515625,511.9645080566406,176.7672882080078,1630.0145263671875
2018-10-19,462.0447082519531,304.355712890625,562.716064453125,489.7303161621094,171.6101531982422,1616.328125
2018-10-22,469.3590087890625,315.5959777832031,559.7525024414062,472.5433349609375,167.73001098632812,1607.7113037109375
2018-10-23,466.0599060058594,311.4955139160156,541.353271484375,469.0080871582031,167.63177490234375,1560.8511962890625
2018-10-24,467.79754638671875,310.6753845214844,534.9321899414062,465.0281066894531,167.63177490234375,1564.95703125
2018-10-25,462.29132080078125,308.6974792480469,539.8837280273438,458.3801574707031,162.42552185058594,1568.7667236328125
2018-10-26,460.5067138671875,304.5486755371094,527.2760009765625,464.6501159667969,165.5198211669922,1523.13427734375
2018-10-29,452.31195068359375,337.1116638183594,536.5549926757812,483.7271423339844,172.24867248535156,1584.006103515625
2018-10-30,449.1302490234375,333.54180908203125,548.9129638671875,470.0308532714844,174.1150360107422,1604.1551513671875
2018-10-31,448.8954772949219,342.5148010253906,571.2157592773438,471.9207458496094,175.9323272705078,1640.8560791015625
2018-11-01,449.0011291503906,341.2604675292969,554.8216552734375,469.69732666015625,176.27613830566406,1638.82373046875
2018-11-02,457.74774169921875,341.984130859375,551.1182861328125,477.99066162109375,186.9342498779297,1619.9447021484375
2018-11-05,459.2857360839844,337.3529357910156,554.2390747070312,484.8388366699219,186.44309997558594,1600.8111572265625
2018-11-06,457.0668029785156,340.68157958984375,554.613525390625,490.9754638671875,189.8320770263672,1636.2415771484375
2018-11-07,459.7435607910156,343.3830871582031,562.1449584960938,493.910400390625,191.40377807617188,1644.241943359375
2018-11-09,456.7967224121094,344.2997131347656,548.829833984375,486.2395324707031,191.79669189453125,1616.3463134765625
2018-11-12,451.0791931152344,339.95794677734375,552.7410278320312,480.258544921875,182.7593994140625,1621.1300048828125
2018-11-13,452.65234375,348.2072448730469,553.9894409179688,488.9076843261719,176.32525634765625,1638.146484375
2018-11-14,459.6966857910156,353.7067565917969,543.5869140625,488.24066162109375,173.6730194091797,1592.17578125
2018-11-15,463.7823181152344,356.9872131347656,546.2500610351562,487.7514953613281,177.01287841796875,1585.5718994140625
2018-11-16,470.62701416015625,354.6233825683594,541.6312866210938,501.3366394042969,176.7181854248047,1597.2130126953125
2018-11-19,472.8811340332031,349.6545104980469,542.3386840820312,511.386474609375,181.33506774902344,1610.6314697265625
2018-11-20,472.5406799316406,345.312744140625,533.7671508789062,505.7834167480469,180.50009155273438,1590.1436767578125
2018-11-21,474.02001953125,344.20318603515625,515.2092895507812,494.8886413574219,180.89300537109375,1534.0560302734375
2018-11-22,470.9087829589844,339.6684875488281,516.5824584960938,490.4195556640625,179.32131958007812,1534.5218505859375
2018-11-26,481.310791015625,343.8172607421875,517.1649169921875,493.4879150390625,178.53546142578125,1562.9251708984375
2018-11-27,484.6451110839844,342.17706298828125,531.6867065429688,501.69232177734375,176.86553955078125,1600.3031005859375
2018-11-28,490.573974609375,346.3741149902344,554.5718994140625,512.5648193359375,171.36456298828125,1679.5882568359375
2018-11-29,500.3889465332031,349.4615173339844,550.1196899414062,519.613037109375,174.1150360107422,1659.81982421875
2018-11-30,499.7784423828125,342.6594543457031,555.4458618164062,519.190673828125,168.90878295898438,1666.3388671875
2018-12-03,496.2212219238281,342.9971923828125,557.859130859375,514.2546997070312,172.34689331054688,1678.3182373046875
2018-12-04,489.7052917480469,345.36102294921875,570.2586669921875,512.4092407226562,172.64158630371094,1702.4041748046875
2018-12-05,492.9103088378906,339.0413513183594,567.0548706054688,513.676513671875,166.20742797851562,1698.932861328125
2018-12-06,492.4055480957031,335.4232482910156,556.3194580078125,499.6690368652344,159.7732696533203,1687.03857421875
2018-12-07,494.8827819824219,339.813232421875,568.2197875976562,504.1824645996094,159.52769470214844,1689.155029296875
2018-12-10,490.45660400390625,334.1689758300781,556.9020385742188,484.8166198730469,154.32144165039062,1672.730712890625
2018-12-11,483.60015869140625,330.74383544921875,561.312744140625,488.06280517578125,155.30377197265625,1693.21826171875
2018-12-12,489.646484375,337.6423645019531,564.6412963867188,493.8214111328125,161.19764709472656,1707.4415283203125
2018-12-13,493.4034729003906,337.2564392089844,580.6610717773438,492.2872619628906,163.8990020751953,1678.487548828125
2018-12-14,492.0884704589844,339.5237731933594,587.5682373046875,494.5773620605469,163.99722290039062,1684.541015625
2018-12-17,500.18939208984375,345.8434143066406,577.8732299804688,502.4482727050781,170.8734130859375,1688.392822265625
2018-12-18,501.4221496582031,349.5097351074219,563.0602416992188,505.3388366699219,171.65927124023438,1682.9322509765625
2018-12-19,498.6044006347656,353.6103210449219,553.281982421875,505.5166015625,170.8242950439453,1666.5081787109375
2018-12-20,501.8917236328125,349.4132995605469,555.1128540039062,501.8035583496094,173.2800750732422,1654.3167724609375
2018-12-21,495.7162780761719,341.742919921875,537.7616577148438,489.2412109375,173.1327362060547,1605.002197265625
2018-12-24,488.5546569824219,340.3438720703125,540.0917358398438,484.3274230957031,169.44906616210938,1624.2198486328125
2018-12-26,498.3462219238281,343.33489990234375,535.972412109375,488.41851806640625,167.87734985351562,1599.4144287109375
2018-12-27,494.2839660644531,343.14190673828125,546.5828857421875,498.1348571777344,165.2742462158203,1616.1346435546875
2018-12-28,498.4752502441406,348.0625,546.7076416015625,500.5138854980469,167.8282470703125,1605.21337890625
2018-12-31,498.1935729980469,347.4836120605469,548.3720703125,498.60174560546875,169.64552307128906,1602.673828125
2019-01-01,504.39251708984375,350.9570617675781,553.4484252929688,498.49053955078125,170.38226318359375,1610.927978515625
2019-01-02,499.7902526855469,351.777099609375,556.7772216796875,491.998291015625,165.56893920898438,1628.283447265625
2019-01-03,495.8689880371094,350.474609375,556.8605346679688,485.92828369140625,163.11314392089844,1608.51513671875
2019-01-04,497.1955261230469,352.3560485839844,550.1196899414062,488.5519714355469,167.9264678955078,1588.95849609375
2019-01-07,497.9469909667969,354.7680969238281,558.9826049804688,491.2645263671875,172.24867248535156,1606.779541015625
2019-01-08,493.8026123046875,366.7802429199219,557.609375,491.22003173828125,176.7672882080078,1603.09716796875
2019-01-09,497.0429992675781,368.806396484375,562.6441650390625,493.9326171875,179.81246948242188,1597.509521484375
